businessUnitId,stars,identifyingName,displayName,logoUrl,numberOfReviews,trustScore,location,isRecommendedInCategories,contact,categories
620ac2fd12ed205c68ac37af,2.5,myluxvacation.com,My lux vacation,//s3-eu-west-1.amazonaws.com/tpd/logos/620ac2fd12ed205c68ac37af/0x0.png,9,2.7,"{'address': 'Zestar Dr', 'city': 'Mechanicsburg', 'zipCode': '17055', 'country': 'United States'}",False,"{'website': 'http://myluxvacation.com', 'email': 'info@myluxvacation.com', 'phone': '7177595833'}","[{'categoryId': 'travel_agency', 'displayName': 'Travel Agency', 'isPredicted': False}, {'categoryId': 'sightseeing_tour_agency', 'displayName': 'Sightseeing Tour Agency', 'isPredicted': False}, {'categoryId': 'cruise_travel_agency', 'displayName': 'Cruise Travel Agency', 'isPredicted': False}, {'categoryId': 'travel_insurance_company', 'displayName': 'Travel Insurance Company', 'isPredicted': False}]"
664af8b317b01faefa80fee1,2.0,nula-lift.de,Lavanika,//s3-eu-west-1.amazonaws.com/tpd/logos/664af8b317b01faefa80fee1/0x0.png,8,2.2,"{'address': None, 'city': None, 'zipCode': None, 'country': 'United States'}",False,"{'website': 'https://lavanika.de', 'email': None, 'phone': None}","[{'categoryId': 'travel_insurance_company', 'displayName': 'Travel Insurance Company', 'isPredicted': False}]"
64b68549f0e432908cde2dd7,4.0,eliteturkeytours.com,Elite Turkey Tours,//s3-eu-west-1.amazonaws.com/tpd/logos/64b68549f0e432908cde2dd7/0x0.png,5,4.1,"{'address': '2 West 45th Street, Suite 1503', 'city': 'New York', 'zipCode': '10036', 'country': 'United States'}",False,"{'website': 'https://eliteturkeytours.com', 'email': 'hello@eliteturkeytours.com', 'phone': '+1 (201) 724 25 26'}","[{'categoryId': 'cruise_travel_agency', 'displayName': 'Cruise Travel Agency', 'isPredicted': False}, {'categoryId': 'travel_insurance_company', 'displayName': 'Travel Insurance Company', 'isPredicted': False}, {'categoryId': 'travellers_lodge', 'displayName': 'Travellers Lodge', 'isPredicted': False}, {'categoryId': 'travel_agency', 'displayName': 'Travel Agency', 'isPredicted': False}]"
5abe8e36a60aeb000108a6df,2.5,tripassure.com,TripAssure,//s3-eu-west-1.amazonaws.com/tpd/logos/5abe8e36a60aeb000108a6df/0x0.png,5,2.5,"{'address': '9225 ward parkway', 'city': 'Kansas City', 'zipCode': '64114', 'country': 'United States'}",False,"{'website': 'http://tripassure.com', 'email': 'clientrelations@tripmate.com', 'phone': '8888000432'}","[{'categoryId': 'travel_insurance_company', 'displayName': 'Travel Insurance Company', 'isPredicted': False}]"
618f35a38e0116001f010e9f,4.0,worldalpinetreks.com,World Alpine Treks,//s3-eu-west-1.amazonaws.com/tpd/logos/618f35a38e0116001f010e9f/0x0.png,4,3.9,"{'address': 'Nayabazar,kathmandu', 'city': 'kathmandu', 'zipCode': '44600', 'country': 'United States'}",False,"{'website': 'http://worldalpinetreks.com', 'email': 'worldalpinetreks@gmail.com', 'phone': '9866049660'}","[{'categoryId': 'helicopter_tour_agency', 'displayName': 'Helicopter Tour Agency', 'isPredicted': False}, {'categoryId': 'tourist_attraction', 'displayName': 'Tourist Attraction', 'isPredicted': False}, {'categoryId': 'travel_insurance_company', 'displayName': 'Travel Insurance Company', 'isPredicted': False}, {'categoryId': 'travel_agency', 'displayName': 'Travel Agency', 'isPredicted': False}, {'categoryId': 'tour_operator', 'displayName': 'Tour Operator', 'isPredicted': False}, {'categoryId': 'tour_agency', 'displayName': 'Tour Agency', 'isPredicted': False}]"
5c97d32633701c0001ae0a92,4.0,allinone-insurance-group.com,All in One Insurance Group,//s3-eu-west-1.amazonaws.com/tpd/logos/5c97d32633701c0001ae0a92/0x0.png,2,3.8,"{'address': '4733 119th Pl SE', 'city': 'Everett', 'zipCode': '98208', 'country': 'United States'}",False,"{'website': 'http://allinone-insurance-group.com', 'email': 'contact@allinone-insurance-group.com', 'phone': '14253372456'}","[{'categoryId': 'insurance_agency', 'displayName': 'Insurance Agency', 'isPredicted': False}, {'categoryId': 'auto_insurance_agency', 'displayName': 'Auto Insurance Agency', 'isPredicted': False}, {'categoryId': 'life_insurance_agency', 'displayName': 'Life Insurance Agency', 'isPredicted': False}, {'categoryId': 'home_insurance_agency', 'displayName': 'Home Insurance Agency', 'isPredicted': False}, {'categoryId': 'travel_insurance_company', 'displayName': 'Travel Insurance Company', 'isPredicted': False}, {'categoryId': 'business_insurance_company', 'displayName': 'Business Insurance Company', 'isPredicted': False}]"
5e5fd725b018650001549e40,3.5,coeconnections.co.uk,Coe Connections,,1,3.7,"{'address': 'Burnham Road', 'city': 'Battlesbridge', 'zipCode': 'SS11 7QT', 'country': 'United States'}",False,"{'website': 'http://coeconnections.co.uk', 'email': None, 'phone': None}","[{'categoryId': 'travel_insurance_company', 'displayName': 'Travel Insurance Company', 'isPredicted': False}]"
66327a67802066138080c617,3.5,thetraveloutlet.com,The Travel Outlet,//s3-eu-west-1.amazonaws.com/tpd/logos/66327a67802066138080c617/0x0.png,1,3.7,"{'address': None, 'city': None, 'zipCode': None, 'country': 'United States'}",False,"{'website': 'http://thetraveloutlet.com', 'email': None, 'phone': None}","[{'categoryId': 'airport', 'displayName': 'Airport', 'isPredicted': False}, {'categoryId': 'travel_insurance_company', 'displayName': 'Travel Insurance Company', 'isPredicted': False}, {'categoryId': 'international_airport', 'displayName': 'International Airport', 'isPredicted': False}, {'categoryId': 'travel_lounge', 'displayName': 'Travel lounge', 'isPredicted': False}, {'categoryId': 'travel_agency', 'displayName': 'Travel Agency', 'isPredicted': False}, {'categoryId': 'domestic_airport', 'displayName': 'Domestic Airport', 'isPredicted': False}]"
6043fa3f0e27ef00017f63b5,0.0,www.towerhillcorp.com,Towerhillcorp,//s3-eu-west-1.amazonaws.com/tpd/logos/6043fa3f0e27ef00017f63b5/0x0.png,0,0.0,"{'address': '16538 lacey ln', 'city': 'Missouri city', 'zipCode': '77489', 'country': 'United States'}",False,"{'website': 'http://www.towerhillcorp.com', 'email': 'Support@towerhillcorp.com', 'phone': '832-856-1704'}","[{'categoryId': 'life_insurance_agency', 'displayName': 'Life Insurance Agency', 'isPredicted': False}, {'categoryId': 'insurance_agency', 'displayName': 'Insurance Agency', 'isPredicted': False}, {'categoryId': 'travel_insurance_company', 'displayName': 'Travel Insurance Company', 'isPredicted': False}, {'categoryId': 'health_insurance_agency', 'displayName': 'Health Insurance Agency', 'isPredicted': False}, {'categoryId': 'dental_insurance_agency', 'displayName': 'Dental Insurance Agency', 'isPredicted': False}]"
6671b96c7bd895a3a438ed34,0.0,selflinker.com,SelfLinker,//s3-eu-west-1.amazonaws.com/tpd/logos/6671b96c7bd895a3a438ed34/0x0.png,0,0.0,"{'address': None, 'city': None, 'zipCode': None, 'country': 'United States'}",False,"{'website': 'http://selflinker.com', 'email': None, 'phone': None}","[{'categoryId': 'travel_insurance_company', 'displayName': 'Travel Insurance Company', 'isPredicted': False}]"
64015995075954d494a0a470,0.0,worldmedicassist.com,WORLD MEDIC ASSIST,//s3-eu-west-1.amazonaws.com/tpd/logos/64015995075954d494a0a470/0x0.png,0,0.0,"{'address': '3550 NW 85TH COURT DORAL ', 'city': 'FLORIDA', 'zipCode': '33122', 'country': 'United States'}",False,"{'website': 'http://worldmedicassist.com', 'email': 'info@worldmedicassist.com', 'phone': None}","[{'categoryId': 'travel_insurance_company', 'displayName': 'Travel Insurance Company', 'isPredicted': False}]"
6650eaa25c232522cca34ece,0.0,nulalift-boutique.com,Lavanika,//s3-eu-west-1.amazonaws.com/tpd/logos/6650eaa25c232522cca34ece/0x0.png,0,0.0,"{'address': None, 'city': None, 'zipCode': None, 'country': 'United States'}",False,"{'website': 'https://lavanika.de', 'email': None, 'phone': None}","[{'categoryId': 'travel_insurance_company', 'displayName': 'Travel Insurance Company', 'isPredicted': False}]"
6644b87b539f9319f990f948,0.0,www.nulalift.com,Lavanika,//s3-eu-west-1.amazonaws.com/tpd/logos/6644b87b539f9319f990f948/0x0.png,0,0.0,"{'address': None, 'city': None, 'zipCode': None, 'country': 'United States'}",False,"{'website': 'http://www.lavanika.de', 'email': None, 'phone': None}","[{'categoryId': 'travel_insurance_company', 'displayName': 'Travel Insurance Company', 'isPredicted': False}]"
6470ed6cac267e1a7c6dd33b,0.0,travelbymonarch.com,Monarch Travel Atelier,//s3-eu-west-1.amazonaws.com/tpd/logos/6470ed6cac267e1a7c6dd33b/0x0.png,0,0.0,"{'address': '1100 BELLEVUE WAY NE, STE 8A-463', 'city': 'Bellevue', 'zipCode': '98004', 'country': 'United States'}",False,"{'website': 'http://travelbymonarch.com', 'email': 'concierge@travelbymonarch.com', 'phone': '4252004721'}","[{'categoryId': 'resort_hotel', 'displayName': 'Resort', 'isPredicted': False}, {'categoryId': 'luxury_hotel', 'displayName': 'Luxury Hotel', 'isPredicted': False}, {'categoryId': 'travel_insurance_company', 'displayName': 'Travel Insurance Company', 'isPredicted': False}, {'categoryId': 'travel_agency', 'displayName': 'Travel Agency', 'isPredicted': False}, {'categoryId': 'cruise_travel_agency', 'displayName': 'Cruise Travel Agency', 'isPredicted': False}, {'categoryId': 'boutique_hotel', 'displayName': 'Boutique Hotel', 'isPredicted': False}]"
60a7dd9baf4ebd0001479d9d,0.0,clineandcotravel.com,Cline & Co. Travel Consulting,//s3-eu-west-1.amazonaws.com/tpd/logos/60a7dd9baf4ebd0001479d9d/0x0.png,0,0.0,"{'address': '3070 Lakecrest Circle Suite 400 #113', 'city': 'Lexington', 'zipCode': '40513', 'country': 'United States'}",False,"{'website': 'http://clineandcotravel.com', 'email': 'letsgo@clineandcotravel.com', 'phone': '(888) 409-0041'}","[{'categoryId': 'travel_agency', 'displayName': 'Travel Agency', 'isPredicted': False}, {'categoryId': 'travel_insurance_company', 'displayName': 'Travel Insurance Company', 'isPredicted': False}, {'categoryId': 'cruise_travel_agency', 'displayName': 'Cruise Travel Agency', 'isPredicted': False}]"
638c4cfd510ed557bbfa685e,0.0,gfb.miami,Goflybuy inc,//s3-eu-west-1.amazonaws.com/tpd/logos/638c4cfd510ed557bbfa685e/0x0.png,0,0.0,"{'address': '382 NE 191 st ST PMB 94378', 'city': 'MIAMi', 'zipCode': '33179', 'country': 'United States'}",False,"{'website': 'http://gfb.miami', 'email': 'info@gfb.miami', 'phone': '(989) 601-3628'}","[{'categoryId': 'travel_clinic', 'displayName': 'Travel Clinic', 'isPredicted': False}, {'categoryId': 'timeshare_agency', 'displayName': 'Timeshare Agency', 'isPredicted': False}, {'categoryId': 'travel_insurance_company', 'displayName': 'Travel Insurance Company', 'isPredicted': False}, {'categoryId': 'travellers_lodge', 'displayName': 'Travellers Lodge', 'isPredicted': False}, {'categoryId': 'travel_agency', 'displayName': 'Travel Agency', 'isPredicted': False}, {'categoryId': 'cruise_travel_agency', 'displayName': 'Cruise Travel Agency', 'isPredicted': False}]"
